t,xA,yA,xB,yB
0.000000E0,2.713024E-2,8.363770E-2,8.039206E-2,3.495307E-2
1.668419E-2,2.712477E-2,8.364880E-2,8.038600E-2,3.494994E-2
3.336837E-2,2.715306E-2,8.363000E-2,8.039469E-2,3.495259E-2
5.005256E-2,2.714278E-2,8.363758E-2,8.038539E-2,3.495048E-2
6.673674E-2,2.713754E-2,8.363831E-2,8.038578E-2,3.495417E-2
8.342093E-2,2.711540E-2,8.363273E-2,8.036322E-2,3.495079E-2
1.001051E-1,2.711969E-2,8.363408E-2,8.037556E-2,3.495344E-2
1.167893E-1,2.714049E-2,8.362651E-2,8.038367E-2,3.495081E-2
1.334735E-1,2.710676E-2,8.365258E-2,8.037692E-2,3.495459E-2
1.501577E-1,2.710402E-2,8.363728E-2,8.037801E-2,3.494941E-2
1.668419E-1,2.711544E-2,8.363518E-2,8.038556E-2,3.494483E-2
1.835260E-1,2.712095E-2,8.362043E-2,8.037410E-2,3.493163E-2
2.002102E-1,2.712962E-2,8.362442E-2,8.037432E-2,3.493783E-2
2.168944E-1,2.712625E-2,8.362859E-2,8.037584E-2,3.494357E-2
2.335786E-1,2.712491E-2,8.363159E-2,8.038003E-2,3.494825E-2
2.502628E-1,2.711922E-2,8.362950E-2,8.036885E-2,3.494911E-2
2.669470E-1,2.709291E-2,8.363084E-2,8.036942E-2,3.494744E-2
2.836311E-1,2.711779E-2,8.362957E-2,8.036186E-2,3.494208E-2
3.003153E-1,2.711952E-2,8.363101E-2,8.037184E-2,3.494442E-2
3.169995E-1,2.711875E-2,8.363366E-2,8.037871E-2,3.494501E-2
3.336837E-1,2.712035E-2,8.363502E-2,8.037967E-2,3.494768E-2
3.503679E-1,2.712860E-2,8.364148E-2,8.038878E-2,3.495460E-2
3.670521E-1,2.713091E-2,8.365767E-2,8.038328E-2,3.495483E-2
3.837363E-1,2.710919E-2,8.364616E-2,8.037422E-2,3.495551E-2
4.004204E-1,2.712814E-2,8.364588E-2,8.038054E-2,3.495203E-2
4.171046E-1,2.711686E-2,8.364107E-2,8.037064E-2,3.495883E-2
4.337888E-1,2.713032E-2,8.364574E-2,8.037422E-2,3.495650E-2
4.504730E-1,2.712766E-2,8.364644E-2,8.037549E-2,3.495480E-2
4.671572E-1,2.711819E-2,8.364401E-2,8.037703E-2,3.495816E-2
4.838414E-1,2.710764E-2,8.363537E-2,8.038034E-2,3.496720E-2
5.005256E-1,2.711127E-2,8.363627E-2,8.037857E-2,3.496272E-2
5.172097E-1,2.711229E-2,8.364809E-2,8.038369E-2,3.495519E-2
5.338939E-1,2.711786E-2,8.364337E-2,8.038153E-2,3.495483E-2
5.505781E-1,2.713187E-2,8.364761E-2,8.038828E-2,3.495202E-2
5.672623E-1,2.713248E-2,8.364717E-2,8.038181E-2,3.495495E-2
5.839465E-1,2.712912E-2,8.364916E-2,8.038879E-2,3.495021E-2
6.006307E-1,2.712818E-2,8.364751E-2,8.038986E-2,3.495201E-2
6.173148E-1,2.712461E-2,8.364330E-2,8.037264E-2,3.495378E-2
6.339990E-1,2.712262E-2,8.364155E-2,8.037472E-2,3.495373E-2
6.506832E-1,2.712368E-2,8.364531E-2,8.037582E-2,3.495350E-2
6.673674E-1,2.712529E-2,8.364523E-2,8.038225E-2,3.494790E-2
6.840516E-1,2.719673E-2,8.366972E-2,8.038578E-2,3.489523E-2
7.007358E-1,2.726426E-2,8.366853E-2,8.037987E-2,3.483573E-2
7.174200E-1,2.725941E-2,8.366327E-2,8.037863E-2,3.483242E-2
7.341041E-1,2.727157E-2,8.366476E-2,8.038207E-2,3.482672E-2
7.507883E-1,2.727857E-2,8.365833E-2,8.036856E-2,3.483713E-2
7.674725E-1,2.728070E-2,8.365073E-2,8.038412E-2,3.479700E-2
7.841567E-1,2.727419E-2,8.364634E-2,8.036646E-2,3.480568E-2
8.008409E-1,2.728289E-2,8.364722E-2,8.037381E-2,3.479591E-2
8.175251E-1,2.727363E-2,8.364475E-2,8.037560E-2,3.479525E-2
8.342093E-1,2.728316E-2,8.364625E-2,8.037808E-2,3.479460E-2
8.508934E-1,2.747505E-2,8.366867E-2,8.031230E-2,3.461046E-2
8.675776E-1,2.769029E-2,8.373840E-2,8.030437E-2,3.437362E-2
8.842618E-1,2.778154E-2,8.378058E-2,8.026867E-2,3.428815E-2
9.009460E-1,2.814912E-2,8.387647E-2,8.017460E-2,3.390949E-2
9.176302E-1,2.832288E-2,8.390401E-2,8.014405E-2,3.371392E-2
9.343144E-1,2.831459E-2,8.390830E-2,8.016215E-2,3.373609E-2
9.509985E-1,2.830710E-2,8.392574E-2,8.017444E-2,3.374711E-2
9.676827E-1,2.852482E-2,8.398753E-2,8.015462E-2,3.360840E-2
9.843669E-1,2.905742E-2,8.412270E-2,8.003469E-2,3.303159E-2
1.001051E0,2.917518E-2,8.412351E-2,8.000645E-2,3.282756E-2
1.017735E0,2.911757E-2,8.413593E-2,8.000166E-2,3.288518E-2
1.034419E0,2.913599E-2,8.413478E-2,8.002109E-2,3.289675E-2
1.051104E0,2.912621E-2,8.412661E-2,8.002714E-2,3.288933E-2
1.067788E0,2.913815E-2,8.413128E-2,8.002981E-2,3.290067E-2
1.084472E0,2.914145E-2,8.411259E-2,8.002587E-2,3.290516E-2
1.101156E0,2.914817E-2,8.412289E-2,8.002276E-2,3.291820E-2
1.117840E0,2.914725E-2,8.412342E-2,8.003410E-2,3.291970E-2
1.134525E0,2.913754E-2,8.413339E-2,8.003978E-2,3.292380E-2
1.151209E0,2.923435E-2,8.412874E-2,7.999522E-2,3.280835E-2
1.167893E0,2.945190E-2,8.421951E-2,7.995666E-2,3.263755E-2
1.184577E0,2.950171E-2,8.417933E-2,7.993708E-2,3.254312E-2
1.201261E0,2.968740E-2,8.421054E-2,7.986414E-2,3.239078E-2
1.217946E0,2.979522E-2,8.422560E-2,7.981532E-2,3.225002E-2
1.234630E0,2.980440E-2,8.424758E-2,7.983159E-2,3.225838E-2
1.251314E0,2.979787E-2,8.427196E-2,7.984445E-2,3.226204E-2
1.267998E0,2.981516E-2,8.426506E-2,7.985066E-2,3.226234E-2
1.284682E0,2.979217E-2,8.426973E-2,7.985366E-2,3.223921E-2
1.301366E0,2.979598E-2,8.428643E-2,7.985798E-2,3.224846E-2
1.318051E0,2.981296E-2,8.428417E-2,7.986034E-2,3.225957E-2
1.334735E0,2.984325E-2,8.429121E-2,7.986459E-2,3.225705E-2
1.351419E0,2.983462E-2,8.429149E-2,7.985052E-2,3.219475E-2
1.368103E0,2.991941E-2,8.432724E-2,7.985208E-2,3.210140E-2
1.384787E0,3.002344E-2,8.432871E-2,7.977872E-2,3.200203E-2
1.401472E0,3.004093E-2,8.433747E-2,7.977285E-2,3.197176E-2
1.418156E0,3.002391E-2,8.432933E-2,7.973657E-2,3.195192E-2
1.434840E0,3.002490E-2,8.431524E-2,7.973329E-2,3.195014E-2
1.451524E0,3.029088E-2,8.437223E-2,7.965410E-2,3.165551E-2
1.468208E0,3.053845E-2,8.437760E-2,7.960082E-2,3.140460E-2
1.484892E0,3.052623E-2,8.435925E-2,7.959542E-2,3.140938E-2
1.501577E0,3.052271E-2,8.435463E-2,7.958207E-2,3.141812E-2
1.518261E0,3.050806E-2,8.434174E-2,7.956379E-2,3.143259E-2
1.534945E0,3.055343E-2,8.436276E-2,7.954238E-2,3.135888E-2
1.551629E0,3.061534E-2,8.435990E-2,7.953535E-2,3.131927E-2
1.568313E0,3.063554E-2,8.434116E-2,7.953729E-2,3.130501E-2
1.584998E0,3.070627E-2,8.435332E-2,7.952868E-2,3.126930E-2
1.601682E0,3.080567E-2,8.439815E-2,7.948129E-2,3.112812E-2
1.618366E0,3.087128E-2,8.441237E-2,7.946542E-2,3.104537E-2
1.635050E0,3.108512E-2,8.445189E-2,7.939409E-2,3.086945E-2
1.651734E0,3.132663E-2,8.449966E-2,7.929749E-2,3.059152E-2
1.668419E0,3.139567E-2,8.451389E-2,7.924616E-2,3.050883E-2
1.685103E0,3.141881E-2,8.450840E-2,7.923436E-2,3.049013E-2
1.701787E0,3.143772E-2,8.448949E-2,7.922790E-2,3.047705E-2
1.718471E0,3.144500E-2,8.448656E-2,7.922827E-2,3.046219E-2
1.735155E0,3.151313E-2,8.451585E-2,7.921698E-2,3.043361E-2
1.751839E0,3.151261E-2,8.449966E-2,7.920210E-2,3.038337E-2
1.768524E0,3.153491E-2,8.449980E-2,7.920261E-2,3.036583E-2
1.785208E0,3.152116E-2,8.449992E-2,7.917846E-2,3.034520E-2
1.801892E0,3.154491E-2,8.449456E-2,7.921038E-2,3.032550E-2
1.818576E0,3.157401E-2,8.448759E-2,7.921255E-2,3.031432E-2
1.835260E0,3.177128E-2,8.450901E-2,7.917214E-2,3.016247E-2
1.851945E0,3.193631E-2,8.451745E-2,7.911867E-2,2.996645E-2
1.868629E0,3.197441E-2,8.452567E-2,7.911985E-2,2.990466E-2
1.885313E0,3.207458E-2,8.452639E-2,7.906766E-2,2.988330E-2
1.901997E0,3.233094E-2,8.454607E-2,7.897151E-2,2.964169E-2
1.918681E0,3.247390E-2,8.459451E-2,7.888556E-2,2.948657E-2
1.935365E0,3.256615E-2,8.461154E-2,7.887357E-2,2.939855E-2
1.952050E0,3.260252E-2,8.463257E-2,7.886165E-2,2.938525E-2
1.968734E0,3.261932E-2,8.464059E-2,7.887001E-2,2.940100E-2
1.985418E0,3.269889E-2,8.465051E-2,7.886488E-2,2.935798E-2
2.002102E0,3.278481E-2,8.466925E-2,7.883054E-2,2.924655E-2
2.018786E0,3.279698E-2,8.466251E-2,7.883486E-2,2.920033E-2
2.035471E0,3.328164E-2,8.472834E-2,7.868885E-2,2.879491E-2
2.052155E0,3.353394E-2,8.475479E-2,7.860968E-2,2.846596E-2
2.068839E0,3.353275E-2,8.477927E-2,7.858303E-2,2.846274E-2
2.085523E0,3.352726E-2,8.479460E-2,7.857105E-2,2.845646E-2
2.102207E0,3.351448E-2,8.480031E-2,7.856817E-2,2.845393E-2
2.118892E0,3.350308E-2,8.480307E-2,7.856460E-2,2.845595E-2
2.135576E0,3.355420E-2,8.480168E-2,7.856958E-2,2.845380E-2
2.152260E0,3.415438E-2,8.488226E-2,7.834831E-2,2.794770E-2
2.168944E0,3.464106E-2,8.485073E-2,7.819783E-2,2.738456E-2
2.185628E0,3.484873E-2,8.490494E-2,7.812367E-2,2.723157E-2
2.202312E0,3.488390E-2,8.493634E-2,7.805396E-2,2.720023E-2
2.218997E0,3.496237E-2,8.495418E-2,7.805532E-2,2.714815E-2
2.235681E0,3.508469E-2,8.496154E-2,7.799399E-2,2.701759E-2
2.252365E0,3.526502E-2,8.497492E-2,7.795283E-2,2.683562E-2
2.269049E0,3.536059E-2,8.500266E-2,7.792262E-2,2.679004E-2
2.285733E0,3.530629E-2,8.497666E-2,7.790540E-2,2.677595E-2
2.302418E0,3.531537E-2,8.497793E-2,7.789817E-2,2.676542E-2
2.319102E0,3.545737E-2,8.498634E-2,7.786420E-2,2.668243E-2
2.335786E0,3.584419E-2,8.499971E-2,7.771459E-2,2.629226E-2
2.352470E0,3.599059E-2,8.499288E-2,7.764199E-2,2.606690E-2
2.369154E0,3.599381E-2,8.499422E-2,7.761531E-2,2.609171E-2
2.385838E0,3.598479E-2,8.499309E-2,7.759441E-2,2.610158E-2
2.402523E0,3.599399E-2,8.500425E-2,7.759041E-2,2.611158E-2
2.419207E0,3.599211E-2,8.500094E-2,7.758411E-2,2.611395E-2
2.435891E0,3.621572E-2,8.500137E-2,7.749297E-2,2.595071E-2
2.452575E0,3.640617E-2,8.499738E-2,7.746754E-2,2.580249E-2
2.469259E0,3.642475E-2,8.499434E-2,7.743930E-2,2.579334E-2
2.485944E0,3.648016E-2,8.500461E-2,7.741199E-2,2.575903E-2
2.502628E0,3.656212E-2,8.498805E-2,7.737140E-2,2.567090E-2
2.519312E0,3.665838E-2,8.500023E-2,7.733861E-2,2.560775E-2
2.535996E0,3.672230E-2,8.498461E-2,7.734358E-2,2.552355E-2
2.552680E0,3.682432E-2,8.501481E-2,7.730116E-2,2.544932E-2
2.569364E0,3.688930E-2,8.498572E-2,7.726772E-2,2.537905E-2
2.586049E0,3.693428E-2,8.498606E-2,7.723921E-2,2.530653E-2
2.602733E0,3.694997E-2,8.498792E-2,7.722212E-2,2.528623E-2
2.619417E0,3.713320E-2,8.498718E-2,7.716976E-2,2.517126E-2
2.636101E0,3.739630E-2,8.497832E-2,7.705152E-2,2.486236E-2
2.652785E0,3.754786E-2,8.497778E-2,7.703036E-2,2.475721E-2
2.669470E0,3.756543E-2,8.497819E-2,7.703997E-2,2.476807E-2
2.686154E0,3.754008E-2,8.497236E-2,7.703516E-2,2.479917E-2
2.702838E0,3.757580E-2,8.498009E-2,7.703623E-2,2.479610E-2
2.719522E0,3.763104E-2,8.498658E-2,7.702345E-2,2.476860E-2
2.736206E0,3.785199E-2,8.499890E-2,7.696416E-2,2.457805E-2
2.752891E0,3.792518E-2,8.498994E-2,7.686815E-2,2.448674E-2
2.769575E0,3.792861E-2,8.498435E-2,7.689208E-2,2.447693E-2
2.786259E0,3.793593E-2,8.498871E-2,7.689378E-2,2.447410E-2
2.802943E0,3.793356E-2,8.498358E-2,7.689613E-2,2.446999E-2
2.819627E0,3.793468E-2,8.498917E-2,7.688586E-2,2.447573E-2
2.836311E0,3.822045E-2,8.496651E-2,7.676809E-2,2.421839E-2
2.852996E0,3.847015E-2,8.497095E-2,7.666789E-2,2.400146E-2
2.869680E0,3.847538E-2,8.498362E-2,7.666661E-2,2.398381E-2
2.886364E0,3.849073E-2,8.498607E-2,7.666840E-2,2.395164E-2
2.903048E0,3.854356E-2,8.496824E-2,7.665906E-2,2.393477E-2
2.919732E0,3.857696E-2,8.497466E-2,7.668204E-2,2.391901E-2
2.936417E0,3.864679E-2,8.499615E-2,7.668678E-2,2.390839E-2
2.953101E0,3.861726E-2,8.498620E-2,7.667142E-2,2.391151E-2
2.969785E0,3.861424E-2,8.499129E-2,7.669252E-2,2.391856E-2
2.986469E0,3.860065E-2,8.496065E-2,7.669724E-2,2.392762E-2
3.003153E0,3.860939E-2,8.498000E-2,7.670062E-2,2.393388E-2
3.019837E0,3.873098E-2,8.497833E-2,7.664591E-2,2.384550E-2
3.036522E0,3.926760E-2,8.497048E-2,7.641048E-2,2.337191E-2
3.053206E0,3.956878E-2,8.488939E-2,7.624142E-2,2.297059E-2
3.069890E0,3.972450E-2,8.487550E-2,7.623711E-2,2.286035E-2
3.086574E0,3.969158E-2,8.487090E-2,7.623295E-2,2.287104E-2
3.103258E0,3.966690E-2,8.485693E-2,7.621665E-2,2.282614E-2
3.119943E0,3.965610E-2,8.484781E-2,7.621865E-2,2.282311E-2
3.136627E0,3.963230E-2,8.492474E-2,7.621092E-2,2.285147E-2
3.153311E0,3.963044E-2,8.494593E-2,7.620287E-2,2.290992E-2
3.169995E0,3.964383E-2,8.495720E-2,7.621904E-2,2.289170E-2
3.186679E0,3.969734E-2,8.495336E-2,7.621046E-2,2.290671E-2
3.203364E0,3.984742E-2,8.498390E-2,7.612740E-2,2.276569E-2
3.220048E0,3.998800E-2,8.496001E-2,7.604770E-2,2.260878E-2
3.236732E0,4.006947E-2,8.495347E-2,7.599542E-2,2.255701E-2
3.253416E0,4.008571E-2,8.495902E-2,7.601615E-2,2.256436E-2
3.270100E0,4.009377E-2,8.496940E-2,7.602209E-2,2.258137E-2
3.286784E0,4.030287E-2,8.496775E-2,7.592978E-2,2.241101E-2
3.303469E0,4.071837E-2,8.493854E-2,7.571779E-2,2.204702E-2
3.320153E0,4.092830E-2,8.486020E-2,7.565250E-2,2.178830E-2
3.336837E0,4.098987E-2,8.484198E-2,7.562522E-2,2.168758E-2
3.353521E0,4.106317E-2,8.487952E-2,7.554867E-2,2.167916E-2
3.370205E0,4.113209E-2,8.487647E-2,7.554436E-2,2.165777E-2
3.386890E0,4.109861E-2,8.485154E-2,7.554588E-2,2.164959E-2
3.403574E0,4.110165E-2,8.483791E-2,7.554418E-2,2.162700E-2
3.420258E0,4.111168E-2,8.483050E-2,7.555270E-2,2.162072E-2
3.436942E0,4.112584E-2,8.483500E-2,7.555089E-2,2.163333E-2
3.453626E0,4.112030E-2,8.482962E-2,7.555168E-2,2.163214E-2
3.470310E0,4.110987E-2,8.481952E-2,7.554976E-2,2.162703E-2
3.486995E0,4.113286E-2,8.482231E-2,7.555683E-2,2.160820E-2
3.503679E0,4.114882E-2,8.483865E-2,7.555551E-2,2.161625E-2
3.520363E0,4.116914E-2,8.483717E-2,7.556050E-2,2.158036E-2
3.537047E0,4.131773E-2,8.483112E-2,7.545364E-2,2.147537E-2
3.553731E0,4.140631E-2,8.479709E-2,7.536008E-2,2.133815E-2
3.570416E0,4.148722E-2,8.481079E-2,7.536404E-2,2.129078E-2
3.587100E0,4.164680E-2,8.481647E-2,7.527282E-2,2.117012E-2
3.603784E0,4.196110E-2,8.476634E-2,7.511150E-2,2.083070E-2
3.620468E0,4.214482E-2,8.474930E-2,7.500584E-2,2.063543E-2
3.637152E0,4.240267E-2,8.475593E-2,7.487230E-2,2.044473E-2
